ro,Rancho El Socorro,10,,24.516667,-103.916667
mz,chefe pousaide,Chefe Pousaide,01,,-13.4525,40.0133333
mz,chefe primida,Chefe Primida,09,,-16.4472222,37.0847222
mz,chefe p. tembe,Chefe P. Tembe,04,,-26.7786111,32.3522222
mz,chefe puampuela,Chefe Puampuela,06,,-16.3436111,39.0716667
mz,chefe puarro,Chefe Puarro,06,,-16.1016667,39.1866667
mz,chefe puca,Chefe Puca,06,,-16.6530556,39.4516667
mz,chefe puede,Chefe Puede,03,,-24.4311111,35.1511111
mz,chefe puelia,Chefe Puelia,01,,-13.2652778,39.8161111
mz,chefe puepue,Chefe Puépuè,01,,-13.6813889,38.8694444
mz,chefe puiamuene,Chefe Puiamuene,07,,-15.0194444,36.5222222
mz,chefe pupe,Chefe Pupe,09,,-16.1686111,38.3861111
mz,chefe purremuere,Chefe Purremuere,01,,-13.1011111,39.7061111
mz,chefe purulia,Chefe Purulia,01,,-13.1486111,40.0463889
mz,chefe pussa,Chefe Pussa,02,,-24.5941667,33.7875
mz,chefe putene,Chefe Putene,03,,-22.9786111,35.2358333
mz,chefe queba,Chefe Queba,09,,-16.1219444,38.2672222
mz,chefe quebo,Chefe Quebo,03,,-22.8922222,35.4052778
mz,chefe quecereia,Chefe Quecereia,06,,-16.5852778,39.3508333
mz,chefe quequene,Chefe Quequene,01,,-13.5875,39.725
mz,chefe querre,Chefe Querre,03,,-22.3077778,35.2975
mz,chefe quilevele,Chefe Quilevele,01,,-13.0144444,39.7975
mz,chefe quiloue,Chefe Quiloue,09,,-15.8383333,36.0561111
mz,chefe quimao,Chefe Quimão,01,,-13.0333333,39.6791667
mz,chefe quimar,Chefe Quimar,07,,-15.0880556,36.6505556
mz,chefe quinaueria,Chefe Quinauéria,06,,-13.7638889,39.8238889
mz,chefe quirasse,Chefe Quirasse,07,,-14.9047222,36.6047222
mz,chefe quissacasse,Chefe Quissacasse,07,,-15.1011111,35.9613889
mz,chefe quissapasse,Chefe Quissapasse,07,,-14.9633333,36.4919444
mz,chefe quissome,Chefe Quissome,06,,-16.4522222,39.2466667
mz,chefe quitana,Chefe Quitana,01,,-13.3769444,39.2066667
mz,chefe quitarubo,Chefe Quitarubo,01,,-13.0441667,39.9702778
mz,chefe rafael,Chefe Rafael,06,,-13.7033333,39.7469444
mz,chefe raice,Chefe Raice,06,,-16.5344444,39.1672222
mz,chefe raide,Chefe Raide,01,,-13.1583333,39.7313889
mz,chefe raimundo,Chefe Raimundo,04,,-26.1641667,32.1369444
mz,chefe raimundo,Chefe Raimundo,06,,-16.1427778,39.0144444
mz,chefe rataue,Chefe Rataue,09,,-16.3425,37.5902778
mz,chefe ratil,Chefe Ratil,06,,-16.7663889,39.0780556
mz,chefe ratiua,Chefe Ratiua,09,,-16.0763889,37.1836111
mz,chefe raul,Chefe Raul,09,,-16.2161111,38.3305556
mz,chefe repea,Chefe Repea,06,,-13.6827778,39.7858333
mz,chefe resta,Chefe Resta,01,,-13.4394444,39.6377778
mz,chefe ribeiro,Chefe Ribeiro,09,,-16.6705556,37.0641667
mz,chefe rihiua,Chefe Rihiua,06,,-16.3388889,39.1052778
mz,chefe rimbane,Chefe Rimbane,07,,-14.8233333,36.4794444
mz,chefe ripa,Chefe Ripa,09,,-16.2852778,37.98
mz,chefe rolane,Chefe Rolane,03,,-23.4325,35.1202778
mz,chefe romao,Chefe Romão,09,,-16.8472222,39.0822222
mz,chefe rosa,Chefe Rosa,09,,-16.7419444,37.1463889
mz,chefe rua,Chefe Rua,09,,-16.8386111,37.0722222
mz,chefe ruanacua,Chefe Ruanacua,09,,-16.1152778,37.725
mz,chefe ruco,Chefe Ruco,02,,-24.8555556,34.0458333
mz,chefe rudo,Chefe Rudo,03,,-24.2158333,35.2527778
mz,chefe rumala,Chefe Rumala,09,,-15.65,36.6125
mz,chefe rumbatsatsa,Chefe Rumbatsatsa,03,,-21.8147222,34.9002778
mz,chefe rumene,Chefe Rumene,06,,-13.7366667,39.8430556
mz,chefe rumia,Chefe Rumia,01,,-13.7855556,39.3344444
mz,chefe rumua,Chefe Rumua,06,,-16.4355556,39.1230556
mz,chefe runduca,Chefe Runduca,03,,-23.1594444,35.1169444
mz,chefe sabao,Chefe Sabão,01,,-13.1975,39.8794444
mz,chefe sabao,Chefe Sabão,03,,-24.5447222,34.2522222
mz,chefe sabao,Chefe Sabão,06,,-13.7075,40.0166667
mz,chefe sagage,Chefe Sagage,06,,-16.6516667,39.4755556
mz,chefe sahaje,Chefe Sahaje,09,,-16.8775,39.0502778
mz,chefe saide,Chefe Saíde,01,,-13.7780556,38.8291667
mz,chefe saide,Chefe Saíde,06,,-16.5497222,39.5386111
mz,chefe saile,Chefe Saile,06,,-16.5508333,39.5038889
mz,chefe sainda,Chefe Sainda,03,,-22.8955556,35.2769444
mz,chefe salcanha,Chefe Salcanha,04,,-26.0913889,32.3916667
mz,chefe salima,Chefe Salima,09,,-17.0575,38.1025
mz,chefe salimo,Chefe Salimo,06,,-16.5516667,39.1669444
mz,chefe sambi,Chefe Sambi,09,,-16.5272222,37.0352778
mz,chefe sambora,Chefe Sambora,09,,-16.6647222,37.2252778
mz,chefe samo,Chefe Samo,02,,-24.6727778,34.1930556
mz,chefe samuel,Chefe Samuel,06,,-16.1116667,39.1616667
mz,chefe santos,Chefe Santos,09,,-16.0230556,38.0344444
mz,chefe sanxira,Chefe Sanxira,09,,-16.3255556,38.5347222
mz,chefe sapala,Chefe Sapala,06,,-13.9186111,39.3869444
mz,chefe sapihe,Chefe Sapihe,06,,-13.7377778,40.0583333
mz,chefe sararia,Chefe Sararia,01,,-13.3622222,39.7261111
mz,chefe sardinha,Chefe Sardinha,06,,-16.3688889,39.2227778
mz,chefe sareia,Chefe Sáreia,09,,-16.21,37.7427778
mz,chefe satameliua,Chefe Satameliua,09,,-15.6736111,36.3794444
mz,chefe sebastiao,Chefe Sebastião,06,,-16.2486111,39.1958333
mz,chefe segara,Chefe Segara,01,,-13.3511111,40.0747222
mz,chefe sehane,Chefe Sehane,01,,-13.1455556,39.8669444
mz,chefe selemane,Chefe Selemane,01,,-13.1058333,39.8475
mz,chefe selimane,Chefe Selimane,06,,-16.5197222,39.3527778
mz,chefe semitela,Chefe Semitela,02,,-24.9377778,33.3705556
mz,chefe senganhane,Chefe Senganhane,02,,-24.5383333,34.2916667
mz,chefe seriuaro,Chefe Seriuaro,09,,-16.2491667,38.1413889
mz,chefe serrote,Chefe Serrote,09,,-16.5644444,37.5697222
mz,chefe seta,Chefe Seta,03,,-23.1925,35.4233333
mz,chefe sicapa,Chefe Sicapa,03,,-24.1494444,35.195
mz,chefe silva,Chefe Silva,04,,-26.4944444,32.1905556
mz,chefe silva,Chefe Silva,06,,-16.16,39.1363889
mz,chefe silverio,Chefe Silvério,06,,-16.4152778,39.4025
mz,chefe sipone,Chefe Sipone,03,,-24.5183333,34.7444444
mz,chefe sirabo,Chefe Sirabo,09,,-15.9738889,35.8186111
mz,chefe sirapa,Chefe Sirapa,09,,-15.93,35.8213889
mz,chefe soca,Chefe Soca,09,,-16.8175,37.9005556
mz,chefe solomba,Chefe Solomba,07,,-14.7611111,36.705
mz,chefe somar,Chefe Somar,01,,-13.4391667,39.9147222
mz,chefe sucuma,Chefe Sucuma,01,,-13.0869444,39.8402778
mz,chefe sulimane,Chefe Sulimane,06,,-16.6711111,39.0613889
mz,chefe sumaila,Chefe Sumaíla,01,,-13.1969444,40.4677778
mz,chefe sumana,Chefe Sumana,01,,-13.4094444,40.0516667
mz,chefe sumbe,Chefe Sumbe,09,,-15.9819444,35.8772222
mz,chefe supera,Chefe Supera,06,,-16.3905556,39.3722222
mz,chefe tabulua,Chefe Tabulua,01,,-13.5961111,39.1566667
mz,chefe taburua,Chefe Taburua,01,,-13.6638889,38.6169444
mz,chefe taca,Chefe Taca,06,,-16.6763889,39.415
mz,chefe taero,Chefe Taero,09,,-16.8002778,37.21
mz,chefe taiar,Chefe Taiar,01,,-13.3427778,39.7580556
mz,chefe talamo,Chefe Talamo,01,,-13.4261111,39.1177778
mz,chefe taliao,Chefe Talião,09,,-16.5602778,37.1675
mz,chefe tamanda,Chefe Tamanda,03,,-21.4808333,35.0405556
mz,chefe tandafanhana,Chefe Tandafanhana,03,,-23.9363889,35.0327778
mz,chefe tanliua,Chefe Tanliua,09,,-17.2275,38.1875
mz,chefe tapio,Chefe Tapio,06,,-16.2741667,39.5547222
mz,chefe tarua,Chefe Tarua,01,,-13.9680556,38.7822222
mz,chefe tauda,Chefe Taúda,06,,-16.7080556,39.1497222
mz,chefe tavera,Chefe Tavera,09,,-16.1902778,38.0869444
mz,chefe tchuene,Chefe Tchuene,02,,-22.7544444,32.93
mz,chefe techijumane,Chefe Techijumane,03,,-23.3883333,35.1825
mz,chefe telemana,Chefe Telemana,07,,-14.9108333,36.3644444
mz,chefe telua,Chefe Telua,06,,-16.4063889,39.3863889
mz,chefe teniua,Chefe Teniua,09,,-16.0213889,38.2333333
mz,chefe teto,Chefe Teto,02,,-24.7894444,33.5413889
mz,chefe tiane,Chefe Tiane,03,,-22.8983333,35.3425
mz,chefe tibiua,Chefe Tibiua,09,,-16.4905556,37.6458333
mz,chefe tico,Chefe Tico,01,,-13.3211111,40.0105556
mz,chefe timai,Chefe Timai,04,,-26.1747222,32.5630556
mz,chefe tindavene,Chefe Tindavene,02,,-24.9027778,33.1286111
mz,chefe tiole,Chefe Tiole,07,,-14.6838889,36.9297222
mz,chefe tiqui,Chefe Tiqui,03,,-24.2675,35.1108333
mz,chefe tiquite,Chefe Tiquite,06,,-16.1425,39.2869444
mz,chefe tocota,Chefe Tocota,09,,-15.9486111,35.8588889
mz,chefe tofo,Chefe Tofo,03,,-23.1308333,35.2666667
mz,chefe tome,Chefe Tomé,06,,-16.3461111,39.0580556
mz,chefe tomo,Chefe Tomo,03,,-24.4436111,34.9294444
mz,chefe tomola,Chefe Tomola,06,,-14.7888889,36.9052778
mz,chefe tomoza,Chefe Tomoza,09,,-16.6327778,37.2716667
mz,chefe tototo,Chefe Tototo,03,,-24.1066667,34.7663889
mz,chefe tsatsane,Chefe Tsatsane,03,,-22.9327778,35.2683333
mz,chefe tsumbane,Chefe Tsumbane,03,,-23.3913889,35.2683333
mz,chefe t. tembe,Chefe T. Tembe,04,,-26.4597222,32.8005556
mz,chefe tualufo,Chefe Tualufo,03,,-24.2241667,35.3152778
mz,chefe tubarao,Chefe Tubarão,09,,-16.7366667,37.0305556
mz,chefe tucumela,Chefe Tucumela,09,,-16.2755556,37.9016667
mz,chefe tueia,Chefe Tueia,01,,-13.4316667,39.42
mz,chefe tungula,Chefe Tungula,03,,-24.3752778,35.2416667
mz,chefe tupula,Chefe Tupula,01,,-13.4180556,39.3844444
mz,chefe turromela,Chefe Turromela,09,,-15.9444444,36.9419444
mz,chefe txitxalane,Chefe Txitxalane,02,,-23.7527778,32.5297222
mz,chefe uacharine,Chefe Uacharine,02,,-24.955,33.2222222
mz,chefe uahiquene,Chefe Uahiquene,03,,-24.0922222,34.9597222
mz,chefe uaila,Chefe Uaíla,09,,-16.2569444,38.1330556
mz,chefe uajahane,Chefe Uajahane,02,,-24.7966667,33.6744444
mz,chefe uajera,Chefe Uajera,01,,-13.33,40.3405556
mz,chefe uajulo,Chefe Uajulo,02,,-24.7713889,33.9380556
mz,chefe ualete,Chefe Ualete,06,,-16.1969444,38.9441667
mz,chefe ualiua,Chefe Ualiua,09,,-16.0433333,38.4366667
mz,chefe uamate,Chefe Uamate,02,,-24.2633333,33.5847222
mz,chefe uane,Chefe Uane,03,,-22.4630556,34.7402778
mz,chefe uante,Chefe Uante,06,,-13.6883333,39.785
mz,chefe uape,Chefe Uapé,09,,-16.1133333,38.0816667
mz,chefe uassungue,Chefe Uassungue,09,,-16.3108333,38.9141667
mz,chefeuaxave,ChefeUaxave,09,,-16.8677778,38.2022222
mz,chefe uazonguene,Chefe Uazonguene,02,,-24.9963889,33.0158333
mz,chefe uela,Chefe Uela,06,,-13.6888889,39.82
mz,chefe uelela,Chefe Uelela,09,,-16.0030556,37.9727778
mz,chefe uetela,Chefe Uetela,03,,-23.4708333,35.1811111
mz,chefe umalauato,Chefe Umalauato,06,,-13.9288889,39.4030556
mz,chefe uncarribo,Chefe Uncarribo,01,,-13.0027778,40.3719444
mz,chefe unguana,Chefe Unguana,03,,-23.0327778,35.2375
mz,chefe unla,Chefe Unla,01,,-13.655,39.8366667
mz,chefe uquelia,Chefe Uquelia,01,,-13.5738889,38.7827778
mz,chefe urandule,Chefe Urandule,07,,-15.4372222,35.9352778
mz,chefe urrapa,Chefe Urrapa,09,,-16.0219444,37.6291667
mz,chefe ussene,Chefe Ussene,06,,-13.6963889,39.8672222
mz,chefe ussufopateia,Chefe Ussufopateia,06,,-16.1569444,39.915
mz,chefe valiua,Chefe Valiua,09,,-16.5341667,37.2213889
mz,chefe vamangue,Chefe Vamangue,02,,-24.6416667,34.2919444
mz,chefe vanganhecane,Chefe Vanganhecane,02,,-24.64,33.6533333
mz,chefe vanhiua,Chefe Vanhiua,07,,-15.2988889,36.0027778
mz,chefe vatiua,Chefe Vatiua,07,,-15.3702778,35.9922222
mz,chefe veke,Chefe Veke,06,,-16.4455556,39.2894444
mz,chefe vento,Chefe Vento,06,,-16.4122222,39.2613889
mz,chefe verissimo,Chefe Veríssimo,06,,-16.3919444,39.4983333
mz,chefe verria,Chefe Verria,09,,-16.4575,37.1561111
mz,chefe vilite,Chefe Vilite,07,,-15.3338889,36.2322222
mz,chefe vinhane,Chefe Vinhane,03,,-23.2941667,35.31
mz,chefe vita,Chefe Vita,01,,-13.4141667,39.9519444
mz,chefe vitiua,Chefe Vitiua,09,,-16.7466667,37.2538889
mz,chefe vitua,Chefe Vitua,09,,-16.3769444,37.0955556
mz,chefe vocorro,Chefe Vocorro,01,,-13.4961111,39.9702778
mz,chefe vulanjane,Chefe Vulanjane,03,,-21.6369444,35.0583333
mz,chefe xai-xai,Chefe Xai-Xai,02,,-24.6816667,34.075
mz,chefe xinda,Chefe Xinda,04,,-26.6877778,32.5936111
mz,chefe xirimula,Chefe Xirimula,09,,-16.6419444,38.9772222
mz,chefe zacanha,Chefe Zacanha,02,,-24.9013889,33.4338889
mz,chefe zagaia,Chefe Zagaia,01,,-13.9586111,38.6061111
mz,chefe zandamela,Chefe Zandamela,03,,-24.7563889,34.615
mz,chefe zefanias,Chefe Zefanias,02,,-24.7319444,33.9736111
mz,chefe zilo,Chefe Zilo,02,,-22.7691667,33.295
mz,chefe zinhane,Chefe Zinhane,02,,-22.3425,33.0741667
mz,chefe zique,Chefe Zique,03,,-24.5488889,34.7275
mz,chefe ziquia,Chefe Ziquia,09,,-15.7938889,35.8780556
mz,chefe zuande,Chefe Zuande,03,,-24.3580556,35.2441667
mz,chefo,Chefo,01,,-11.7636111,40.125
mz,chefondo,Chefondo,05,,-18.3825,35.0563889
mz,chefu,Chefu,02,,-22.2047222,32.4544444
mz,chegamane,Chegamane,03,,-21.3269444,34.2877778
mz,cheganaze,Cheganaze,05,,-20.3238889,33.6119444
mz,chegandava,Chegandava,03,,-21.3577778,34.9566667
mz,chegane,Chegane,03,,-22.4916667,35.0908333
mz,chege chigamane,Chege Chigamane,03,,-21.9208333,35.2861111
mz,chegozo,Chegozo,08,,-15.8833333,31.1333333
mz,chegua,Chégua,02,,-24.8036111,33.7377778
mz,cheguane,Cheguane,03,,-21.3963889,34.9875
mz,chegueche,Chegueche,03,,-22.4080556,34.3747222
mz,chegunda,Chegunda,01,,-12.0030556,39.5808333
mz,cheia,Cheia,01,,-12.7888889,40.4572222
mz,chejongue,Chejongue,02,,-21.5547222,33.1077778
mz,chekeselene,Chekeselene,04,,-25.3352778,33.1202778
mz,chelene,Chelene,02,,-23.52,33.5508333
mz,chelene,Chelene,03,,-21.3130556,34.9505556
mz,chelene,Chelene,04,,-25.5,31.9833333
mz,chelene,Chelene,05,,-20.5330556,33.8869444
mz,chelene,Chelene,10,,-20.6458333,33.5605556
mz,chelice,Chelice,04,,-25.3391667,32.0877778
mz,chelim,Chelim,03,,-21.9711111,34.1747222
mz,chelim,Chelim,05,,-21.0913889,34.2572222
mz,chelim,Chelim,08,,-16.1166667,32.0666667
mz,chelim,Chelim,09,,-16.9436111,35.9972222
mz,chelim,Chelim,10,,-17.9130556,33.1663889
mz,cheline,Cheline,03,,-22.5266667,35.0969444
mz,chelumane,Chelumane,02,,-23.45,33.8561111
mz,chelunguane,Chelunguane,03,,-21.9388889,34.2469444
mz,chemamo,Chemamo,01,,-13.5444444,38.7430556
mz,chemangane,Chemangane,03,,-23.6516667,35.1213889
mz,chemba,Chemba,05,,-17.1644444,34.8938889
mz,chembane,Chembane,03,,-22.1272222,35.135
mz,chembela,Chembela,07,,-13.2088889,35.5591667
mz,chemute,Chemute,09,,-18.15,35.8833333
mz,chena,Chena,05,,-17.4461111,34.8783333
mz,chenapamimba,Chenapamimba,05,,-19.0922222,35.1169444
mz,chencula,Chencula,07,,-14.15,35.6833333
mz,chendemeconhe,Chendemeconhe,05,,-20.0805556,34.15
mz,chendenga,Chendenga,07,,-14.05,35.7
mz,cheneta,Cheneta,07,,-13.7922222,36.1425
mz,chengane,Chengane,02,,-22.5016667,31.6238889
mz,chengane,Chengane,10,,-20.2691667,33.0791667
mz,chengao,Chengão,07,,-12.0505556,35.645
mz,chengoge,Chengôge,01,,-11.3405556,40.0183333
mz,chengunde,Chengundê,01,,-11.4172222,40.0033333
mz,cheninde,Cheninde,07,,-13.2147222,35.3086111
mz,chenque,Chenque,10,,-16.6525,33.5216667
mz,chenzela,Chenzela,03,,-22.8761111,33.685
mz,chepacane,Chepacane,04,,-24.9166667,32.6666667
mz,chepa,Chepa,06,,-14.2786111,40.7230556
mz,chepenguane,Chepenguane,03,,-21.3333333,34.1333333
mz,chepica,Chepica,02,,-21.5080556,32.815
mz,chepole,Chepole,03,,-24.5669444,34.7952778
mz,chepongo,Chepongo,03,,-21.8155556,35.27
mz,chepurpulo,Chepurpulo,08,,-15.8663889,32.6675
mz,chequeche,Chequèche,06,,-14.2,38.6011111
mz,chequefane,Chequefane,02,,-24.6344444,33.9775
mz,chequeia,Chequeia,06,,-14.7863889,38.6916667
mz,chequeze,Chequêze,06,,-14.7863889,38.6916667
mz,cheramatane,Cheramatane,06,,-14.7219444,40.7708333
mz,cherara,Cherara,05,,-19.2136111,34.0958333
mz,cherequelele,Cherequelele,06,,-15.5666667,40.3463889
mz,chereua,Chereua,06,,-15.5452778,39.7027778
mz,cheri,Cheri,09,,-18.1005556,35.9122222
mz,cherico,Cherico,06,,-14.1311111,40.0908333
mz,cherilele,Cherilele,02,,-22.1588889,31.6041667
mz,cherimane,Cherimane,09,,-17.1647222,35.9466667
mz,cherimba,Cherimba,06,,-15.9302778,39.6566667
mz,cherimonha,Cherimonha,05,,-20.0055556,34.6322222
mz,cherimonho,Cherimonho,05,,-19.9958333,34.6213889
mz,cherinda,Cherinda,04,,-25.4580556,32.7144444
mz,cherinda,Cherinda,05,,-20.6275,34.7313889
mz,cherinfume,Cherinfume,05,,-18.8513889,34.2188889
mz,cheringa,Cheringa,04,,-25.0166667,32.2666667
mz,cheringe,Cheringe,09,,-16.2666667,35.4666667
mz,cherrea,Cherrea,09,,-15.7266667,37.7688889
mz,cherringuene,Cherringuene,03,,-23.4869444,35.1669444
mz,cherringuete,Cherringuete,03,,-23.8286111,35.0269444
mz,cherrinho,Cherrinho,06,,-14.2961111,40.6569444
mz,cherrule,Chérrule,06,,-14.8225,37.4011111
mz,cherrule,Chérrule,09,,-15.0325,37.0155556
mz,chese,Chese,10,,-20.6275,32.6419444
mz,chessecane,Chessecane,03,,-21.6608333,34.9619444
mz,chessinguane,Chessinguane,10,,-20.6591667,33.0966667
mz,chessungalane,Chessungalane,05,,-20.9761111,34.5422222
mz,chesua,Chesua,05,,-18.6636111,34.2377778
mz,cheta,Chêta,06,,-15.395,39.7666667
mz,cheti,Chêti,06,,-15.9922222,39.8441667
mz,chetico,Chetico,03,,-22.5022222,35.3513889
mz,chetio,Chetio,03,,-21.3227778,34.1622222
mz,chetiti,Chetiti,10,,-19.9708333,33.4630556
mz,cheutsi,Cheutsi,08,,-14.7061111,32.8169444
mz,chevanze,Chevanze,03,,-21.2166667,34.4666667
mz,cheveni,Cheveni,06,,-15.9594444,39.5175
mz,cheverine,Cheverine,02,,-24.7116667,33.8827778
mz,cheveve,Cheveve,10,,-21.2616667,33.2277778
mz,chevunda,Chevunda,08,,-16.3666667,32.3
mz,cheziane,Chéziane,02,,-23.5672222,33.5841667
mz,chiacha,Chiácha,02,,-23.0541667,33.6827778
mz,chia,Chia,04,,-26.5819444,32.5955556
mz,chia,Chia,08,,-14.7927778,34.1702778
mz,chiaelane,Chiaelane,03,,-21.4016667,34.8858333
mz,chiambane,Chiambane,04,,-24.5133333,32.7083333
mz,chiambo,Chiambo,03,,-24.1094444,35.0386111
mz,chiamelane,Chiamelane,03,,-22.0869444,33.9516667
mz,chiamessano,Chiamessano,04,,-25.0152778,32.8636111
mz,chianane,Chianane,02,,-24.6330556,34.4136111
mz,chianhamate,Chianhamate,03,,-21.9133333,34.9466667
mz,chiarre,Chiarre,03,,-21.8166667,33.9
mz,chiau,Chiau,04,,-25.2833333,32.9852778
mz,chiau,Chiau,05,,-17.2311111,34.8127778
mz,chibabava,Chibabava,05,,-20.2919444,33.6594444
mz,chibabel,Chibabel,02,,-24.5886111,33.2222222
mz,chibabele,Chibabele,02,,-24.5886111,33.2222222
mz,chibabwa,Chibabwa,05,,-20.2919444,33.6594444
mz,chiba,Chiba,07,,-14.125,36.3633333
mz,chibacuela,Chibacuela,03,,-21.6213889,34.1991667
mz,chibacuze,Chibacuze,04,,-25.6336111,32.6691667
mz,chibade,Chibade,10,,-17.3341667,33.1547222
mz,chibaene,Chibaene,08,,-15.3777778,34.2536111
mz,chibagadigo,Chibagadigo,08,,-15.7791667,32.9066667
mz,chibaganhane,Chibaganhane,02,,-24.8933333,34.1577778
mz,chibaia,Chibaia,08,,-15.8583333,32.3305556
mz,chibalanine,Chibalanine,02,,-24.6091667,34.3969444
mz,chibal,Chibal,03,,-21.5191667,35.1630556
mz,chibambanine,Chibambanine,02,,-24.6,33.6186111
mz,chibamo,Chibamo,03,,-21.5311111,35.1908333
mz,chibamo,Chibamo,10,,-19.9238889,33.8230556
mz,chibanda,Chibanda,03,,-21.57,34.3133333
mz,chibandzi,Chibândzi,08,,-14.7947222,34.0972222
mz,chibane,Chibane,04,,-24.5125,32.1511111
mz,chibanga,Chibanga,09,,-16.7666667,35.3833333
mz,chibangane,Chibangane,10,,-21.1666667,33.55
mz,chibango,Chibango,04,,-25.5352778,32.5252778
mz,chibangua,Chibangua,02,,-23.4933333,32.4725
mz,chibanguane,Chibanguane,04,,-24.7230556,32.4833333
mz,chibanguiuane,Chibanguiuane,03,,-21.9841667,34.9108333
mz,chibanhane,Chibanhane,03,,-23.3280556,35.4455556
mz,chibante,Chibante,10,,-17.94,34.1897222
mz,chibanto,Chibanto,10,,-17.94,34.1897222
mz,chibanza,Chibanza,04,,-25.0525,32.7777778
mz,chibaquelane,Chibaquelane,03,,-22.4880556,33.8963889
mz,chibaquele,Chibaquele,03,,-21.2925,34.89
mz,chibarongondo,Chibarongondo,08,,-15.4655556,33.1361111
mz,chibata,Chibata,10,,-19.0958333,33.2658333
mz,chibazo,Chibazo,09,,-18.1194444,35.8788889
mz,chibe,Chibe,02,,-24.355,33.0458333
mz,chibe,Chibe,05,,-20.2655556,34.4419444
mz,chibejane chauque,Chibejane Chaúque,02,,-24.7038889,34.1488889
mz,chibelana,Chibelana,04,,-24.9336111,32.7144444
mz,chibele,Chibele,02,,-23.4333333,31.9
mz,chibemba,Chibemba,03,,-23.5169444,34.1444444
mz,chibembe,Chibembe,03,,-24.7955556,34.5736111
mz,chibete,Chibete,05,,-20.2338889,34.6663889
mz,chibi,Chibi,03,,-22.5036111,34.8430556
mz,chibicho,Chibicho,03,,-22.9433333,34.6269444
mz,chibimbirre,Chibimbirre,03,,-24.7194444,34.3419444
mz,chibinjane,Chibinjane,05,,-20.1108333,34.4425
mz,chibiquele,Chibiquele,03,,-21.6472222,33.7394444
mz,chibite,Chibite,04,,-25.0333333,32.25
mz,chiboa,Chiboa,04,,-26.1222222,32.4775
mz,chibobar,Chibobar,01,,-12.9833333,40.5166667
mz,chiboco,Chiboco,07,,-11.6783333,35.1125
mz,chiboma,Chiboma,02,,-22.5122222,32.4330556
mz,chiboma,Chiboma,03,,-21.4627778,34.1002778
mz,chiboma,Chiboma,10,,-19.9238889,33.8230556
mz,chibomane,Chibomane,03,,-21.4244444,34.4505556
mz,chibomane,Chibomane,05,,-21.29,34.1525
mz,chibombane,Chibombane,02,,-23.4863889,33.87
mz,chibombo,Chibombo,04,,-25.3666667,32.1333333
mz,chibomul,Chibomul,05,,-21.1908333,34.0875
mz,chibondo,Chibondo,05,,-18.4,35.1666667
mz,chibone,Chibone,04,,-25.6,32.3166667
mz,chibongalaua,Chibongalaua,05,,-17.72,35.2013889
mz,chibongo,Chibongo,02,,-24.0130556,33.0822222
mz,chibonzane,Chibonzane,02,,-24.6686111,34.0752778
mz,chiboquissane,Chiboquissane,03,,-22.5630556,35.4163889
mz,chibovo,Chibovo,08,,-15.4088889,32.1108333
mz,chibubachane,Chibubachane,03,,-23.1325,34.3877778
mz,chibucane,Chibucane,03,,-21.8191667,34.3488889
mz,chibuco,Chibuco,02,,-23.5294444,32.4536111
mz,chibuco,Chibuco,04,,-24.9166667,32.6
mz,chibuco,Chibuco,10,,-19.4716667,33.0961111
mz,chibudejo,Chibudejo,05,,-20.4872222,33.6225
mz,chibue,Chibué,10,,-19.9469444,33.5038889
mz,chibueia,Chibueia,08,,-15.5069444,32.3338889
mz,chibuma,Chibuma,03,,-21.4708333,35.0380556
mz,chibungo,Chibungo,04,,-25.9666667,32.3833333
mz,chibuni,Chibuni,04,,-24.7119444,32.4427778
mz,chiburre,Chiburre,04,,-24.7380556,32.4455556
mz,chibussane,Chibussane,03,,-21.97,34.5625
mz,chibutice,Chibutice,02,,-25.0416667,33.2866667
mz,chibuto,Chibuto,02,59165,-24.6866667,33.5305556
mz,chicabane,Chicabane,03,,-21.7411111,34.7172222
mz,chicabela,Chicabela,04,,-25.8516667,32.6405556
mz,chicaca,Chicaca,02,,-24.7163889,33.2752778
mz,chicaca,Chicaca,08,,-14.9430556,33.0536111
mz,chicacane,Chicaçane,03,,-21.8355556,33.7005556
mz,chicachane,Chicachane,03,,-21.8972222,34.7486111
mz,chica,Chicá,06,,-14.9883333,38.5333333
mz,chicaene,Chicaene,03,,-21.9433333,34.0011111
mz,chicago,Chicago,07,,-12.8172222,34.7858333
mz,chicaiane,Chicaiane,03,,-21.9,33.9
mz,chicamane,Chicamane,02,,-22.8536111,33.0469444
mz,chicamane,Chicamane,03,,-21.9208333,35.2861111
mz,chicamba,Chicamba,03,,-23.8655556,33.62
mz,chicamba,Chicamba,10,,-19.1833333,33.15
mz,chicamba real,Chicamba Real,10,,-19.1833333,33.15
mz,chicamelele,Chicamelele,04,,-25.5458333,32.5330556
mz,chicamunde,Chicamunde,01,,-11.3830556,38.5505556
mz,chicana,Chicana,04,,-24.8583333,32.2208333
mz,chicandabia,Chicandabia,02,,-21.9538889,33.0413889
mz,chicanda,Chicanda,10,,-19.0666667,32.8833333
mz,chicanduanhe,Chicanduanhe,05,,-20.3225,33.7141667
mz,chicane,Chicane,07,,-12.0611111,34.8763889
mz,chicane,Chicane,10,,-18.8894444,33.2505556
mz,chicanequice,Chicanequice,04,,-24.8166667,32.6166667
mz,chicanequisso,Chicanequisso,10,,-20.6338889,33.0955556
mz,chicanga,Chicanga,04,,-24.8519444,32.2091667
